,Id,pos_neg,pos_neg_2neu,new_stars,roberta_neg,roberta_neu,roberta_pos,rating,text
10,11,0.9517009407281876,0.8817324265837669,4.9,0.004438266,0.039422523,0.9561392,3,We ordered a lot of food and shared everything and it was all in generously portioned and delicious. Our group was seated in a separate alcove and it was the perfect level of loud fun ambiance while still being able to have conversations. But the service is kinda negligence.
11,12,0.9598223583307117,0.9000787346158177,4.9,0.0034352525,0.033307064,0.9632576,4,"A hidden (literally in the basement) gem just on the outer edge of K-Town. There was no long waiting line, but the restaurant looked fully seated when we came in. The waiters are friendly and food service is relatively fast. The lighting is a bit dark (all my food pictures were taken with flash on). Music was a bit loud but we could still carry a conversation. As for the food - great for the price, especially for this location. Every dish is about $30 but large enough for sharing - we ordered 3 main dishes to share among 4 people: marinated pork feet, corn cheese pancake and spicy squid and pork belly. The marinated pork feet is nicely flavored and has a nice tender to it. I wish we had more lettuce to wrap with the meat, but it only came with 4 big leaves. The meat does get cold pretty quickly as it is serve on a wooden board. The corn cheese pancake is basically cheesy extra soft bread. The corn flavor is a bit weak, as well as the cheese flavor. It might be good for those who like light dishes and don't want something too cheesy. The spicy squid and pork belly is sweet and delicious. It goes really well with rice. Good amount of meat as well as vegetables. Highly recommend this dish! Overall really good experience! I would certainly come back here again and bring a group of friends so we can share and try out more dishes!"
12,13,0.9886880005942658,0.9745768745196983,5.0,0.0014188205,0.0084743835,0.9901068,5,"Very nicely decorated! We did have a wait for a table of 2 on a Wednesday night. The food was BOMB. Bangia Bingsu— one of their cocktails. It’s a MUST TRY. It was essentially a soju snowcone with fresh fruit and a touch of sweetness. It was fantastic experience too. The spoon literally looks like a snow shovel. The army stew reminded us of Korea! All great, would go again!"
13,14,0.6545369327068329,0.3048054575920105,4.3,0.05686578,0.23173152,0.7114027,4,"The food was really tasty and authentic, and it's an extensive menu to choose from. We noticed the prices were kind of high - mostly over $30/dish - so we thought to only get 3 dishes for 4 people because we assumed the portions were huge. But they were a normal size, and just overpriced. Maybe it's that expensive because there's a 10% discount when you pay with cash, so it's more like $25-$30/dish, but it's still a bit pricey imo. We ended up getting more food somewhere else since a fourth dish would've been too much. The decorations inside were really nice though dim, but there was a doorbell that rings SO LOUDLY every couple minutes, which is just weird."
14,15,0.9689391758292913,0.9287601727992296,4.9,0.003657112,0.023746613,0.9725963,4,"I made a reservation online and their automated system will spam you to remind you of your reservation. There's a 10% discount when you pay in cash. I arrived 10 min early and was able to be seated without my full party. I love the décor. Hooks for belongings along the walls and QR codes to view the menu. What stood out to me was the exceptional staff here; masked, polite, and multiple waiters for all the tables rather than just 1. They gave the table a free seaweed with clam soup for the table to start. We ordered chicken wings (2 flavors) and then the army stew. Both were delicious but I wouldn't say it was exceptional. Since we dined in on a Tuesday, their daily special was $9.99 for their signature cocktails (compared to the usual $16.25!). I liked how I didn't feel rushed out when we were done. Really recommend!"
15,16,-0.4602035731077194,-0.17558662593364716,2.3,0.5341707,0.3918622,0.073967114,4,"came here for dinner, made a resy for a weekday for 4 people. was seated quickly, got army stew, bulgogi rice platter and seafood pancake. i would say that it’s pretty expensive here, the pancake was like $25 when it’s around $10-15 everywhere else in ktown. not sure i’ll come back here again."
16,17,-0.9146146979182959,0.8024749401956797,1.2,0.9243865,0.06584168,0.009771803,1,"I don’t understand the hype about this place. we ordered the soy garlic and the spicy wings, both were bland. The soy garlic had no taste and the spicy ones tasted like ketchup. The cheesy corn pancake was just ok. Also tried some dumplings and they’re deep fried - probably previously frozen. :( the only thing i didn’t mind was the complimentary egg in the stone bowl 😅"
17,18,0.9266785471700132,0.8064778507687151,4.8,0.0044070394,0.06450739,0.9310856,5,"Went with a group of friends around 10PM, we had to wait 1 hour to get a table, but we already expected that it would be crowded. I drank some soju with lychee that was really sweet (the way I like) and we ordered the fried chicken (super delicious) and a budaejjigae (the best stew you can eat in cold weather and in a group)"
18,19,-0.13119298219680786,0.04901009798049927,2.2,0.40709817,0.31699663,0.2759052,3,5/5 service & atmosphere - great to drink with friends and awesome service. Food sucks? The intestine was stale. Army soup was bland. Fried rice also stale. Idk maybe when you’re drunk it tastes good but I was sober and food was no bueno.
19,20,0.9873937248485163,0.9683354318840429,5.0,0.0010256887,0.010554835,0.9884194,5,"The food at Bangia was bangin! We kicked off the night with the lychee soju for the table and really liked how it came with a side of lychees. We also ordered the seafood pancake and it was delicious, on par with other restaurants around the area. Also liked the pork belly as it had a nice crisp to its edges. The highlight of our night was probably the cheesy dokbokki. This is my first time having a cheesy version of it and it was incredible! Lots of cheese!"
20,21,0.9714632069226354,0.9318829665426165,4.9,0.0029155577,0.022705678,0.97437876,4,"Food was very tasty and I liked their outdoor set up for dining during the pandemic. It was around 48° and we were quite comfortable eating in their heated hut, plenty of air flowing through. We enjoyed all of our dishes and the cold chamisul (soju). There was one waiter serving all of the outdoor tables, he tried hard but was a little overwhelmed."
21,22,0.9556186692789197,0.9211012898012996,4.9,0.009040902,0.026299592,0.9646596,5,The food is delicious!! One of the best korean restaurants I have been to. It's good for a social gathering but not ideal of date night because it gets very busy and loud.
22,23,0.28709378838539124,-0.13367268443107605,3.7,0.16750768,0.3778909,0.45460147,5,"Food: 5/5. Large portions, all served hot and fresh. Particularly recommend the Chapaguri and the tteokbokki. Service: 4/5 really curt service at the door that gave us some grief for having international IDs and vaccine information but ultimately let us in. Atmosphere: 4.5/5 unexpectedly spacious interior with nice decor. The only problem was the very loud music"
23,24,0.9910882201511413,0.9868640459608287,5.0,0.0022665772,0.0043786643,0.9933548,5,"This place is wonderful, I love it , the food and the drinks are so great, Love it ☺️"
24,25,-0.12751537561416626,-0.215908944606781,2.4,0.3611062,0.40530297,0.23359081,4,"Waiters are pushy. And the main manager yells at his waiters frequently. Food was good, typical korean bar affair. Bottles were pushed quickly out to us as needed. If your not sitting in the main area, your pretty blocked off from the main atmosphere."
25,26,0.9877335913479328,0.9713240135461092,5.0,0.0013538711,0.00955866,0.98908746,5,"When people think of K-Town, they usually think of Korean BBQ and Soondubu. This place is a nice change of pace from all that. Very good Tteokboki, budae jigae, and Korean Fried Chicken. That watermelon punch was 🔥. So so good. …"
26,27,0.9906077785417438,0.9834628831595182,5.0,0.0019399123,0.00551236,0.9925477,5,"Everything was very delicious, the shaved ice alcohol drink was something else, amazing! Great to go with a large group, I feel like the value for money here is great!"
27,28,0.9903642090503126,0.9777262543793768,5.0,0.0011055914,0.0074245688,0.9914698,5,"A great place to spend your New Year’s Eve! They have good food, drinks, decorations, celebrations and service with a very reasonable price:) would totally recommend! Bring cash for 10% off!"
28,29,0.9893266863655299,0.9826204397249967,5.0,0.0024400644,0.005793188,0.99176675,5,Food was so yum and the service was excellent. I’ve tried almost everything and it never disappoints and always satisfies me. Love this place!
29,30,0.9763090014457703,0.939282052218914,4.9,0.0017258525,0.020239327,0.97803485,4,Always like this marinated pork feet! Drinks are good too.
30,31,0.8903885949403048,0.7755743097513914,4.8,0.01740141,0.07480855,0.90779,4,"the soup tastes great, but the meat inside are all processed food like spam and sausage. The port feet are fine, it will taste better if it were hot. The waiters are very nice and patient."
31,32,0.989723430131562,0.9786003798944876,5.0,0.0015716691,0.0071331942,0.9912951,5,Amazing everything! Perfect spot for a date and drink! Also great for hangover foods. Had an amazing squid and meat! The servers are also very nice and witty. Recommended!
32,33,0.9666635093744844,0.9101719709578902,4.9,0.0016969147,0.029942684,0.9683604,5,Great place. With affordable price for it location in Manhattan. The dishes are large portions that are meant to be shared among a group. Also if you pay in cash you get a 10% discount on the bill.
33,34,0.9830203290330246,0.9595232111169025,5.0,0.0017437105,0.013492269,0.98476404,5,"First and foremost, this is one of the few places that are still serving after midnight. However, their service and food are also great. The serving of pig feet was very generous and the spicy pork with squid had fantastic flavor."
34,35,0.9899976248852909,0.9777730037458241,5.0,0.0012966995,0.00740901,0.9912943,5,Great time for late night in Korean town food lots flavor and drinks are good. Service was good and staff very fun and outgoing. Overall great time
35,36,0.852409758605063,0.6435908144339919,4.6,0.014393589,0.11880306,0.86680335,3,"3.25.19 - came for dinner; family friendly and really nice and attentive staff; the hog trotter is spot on; everything else, seafood pancake, grilled mackerel, wings, and the rice were all good, but nothing too special. Note, the mackerel is dry, so you really need the sauce; the wings in plain form is slightly dry, too. The decor is interesting, dark tones, and masculine. Clubby music, consistent crowd with fast turnover. I think the bar area seems like a good spot to post up, but I assume it can get a little tight. I'd go back for the trotter and pancakes, but all else is normal K-Town fare. 3 stars only because its ultimately base level, and not a knock on anything else. The best part is probably the service."
36,37,-0.03126031160354614,-0.21198195219039917,2.5,0.31363314,0.40399396,0.28237283,2,"The atmosphere reminded me of Korea, and so much of the beginning experience filled me with nostalgia—I loved that the (original) makgeolli was served in a kettle with metal bowls, the seaweed soup that was given ‘on the house’, and the buttons to call the server over. I had high hopes for the food—but the food was not great, especially at the price point. We got the beef brisket ddukbokki—the rice cakes were overcooked and the flavor was underwhelming. I love both spicy and soy sauce-based ddukbokki, but this one was a total miss, almost inedible. The jokbal (pig trotters) was cooked well, but it seemed to have been marinated with a lot of aromatics (more than what I prefer). It is not served with saeoojeot (fermented tiny shrimp), which was unfortunate, but I liked having it as ssam (wrapped in lettuce). Towards the end of our meal, there was some confusion—a staff member asked us to move to a smaller table to make room for a larger group. Almost as soon as we did so, another staff member was trying to seat a new couple at the smaller table we had moved to, so we were awkwardly with our unfinished makgeolli and coats/bags in our hands as the new couple was waiting for us, and we hadn’t even gotten the chance to take out our wallets to pay the bill. It seems to have just been poor communication going on, but it left a bad impression, and what was supposed to be a celebratory dinner ended up as a “never again.”"
37,38,0.9884445758070797,0.9710500410292298,5.0,0.00095271156,0.009649979,0.9893973,4,"Our experience at Bangia was exceptional. The welcoming and efficient service provided by the staff was impeccable. We were thoroughly impressed with the flavor-packed kimchi fried rice and juicy grilled pork belly, though the portion size could have been more generous. We were pleasantly surprised with complimentary steamed egg and cheesy corn pancake, both of which were delectable. The cheesy seafood toekkbokki was a standout dish, perfectly balanced and delicious.The lively and joyful ambiance of Bangia added to the overall experience."
38,39,0.9912264042068273,0.982201725943014,5.0,0.0014204092,0.0059327483,0.9926468,5,Omg the food here is super delicious and legit. The army stew was so yummy and great to share with others. Their lychee cocktail was perfect and not too sweet. It comes in a container with a light inside which made it look cool to take pictures with.
39,40,-0.9411379350349307,0.8503698231652379,1.1,0.9456306,0.04987673,0.004492675,1,"Worst experience at this place! My husband and I checked in, waited about 10 min, got a text that our table was ready and waited an additional 10 min so they can clean our table… After getting seated, my husband and I are looking at the menu, realized 15 min passed and we still haven’t gotten helped. A table that sat after us got their orders taken before us. We waited an additional 5 min to see if anyone would help and still nothing! We walked out, the hostess and waiter saw us leave and didn’t say a word! I have a feeling they’re racist! My husband and I were the only ones in the restaurant of COLOR. My husband is black and I am Hispanic. Never again. If you are of color please do not go here. This place was recommended by someone working at our hotel, I will let him know about our experience and tell him not to recommend this place, especially if you’re black or Hispanic."
40,41,0.9911486271303147,0.9807107609231025,5.0,0.0012108323,0.0064297654,0.99235946,5,"This is one of my go-to places in ktown! While it's off the main ktown block, I consider that a plus as you can just walk in on a Friday night and get a seat. The servers are really friendly and patient. The food and drinks are also fantastic. They have really good pork belly!"
41,42,0.9875976485200226,0.9736929568462074,5.0,0.0018166858,0.008769032,0.98941433,5,"Such a fun place, and the food was great."
42,43,0.991437764139846,0.9814385788049549,5.0,0.001187532,0.0061871246,0.9926253,5,Very cute interior and even better shaved ice! The lychee and mango shaved ice with soju were very good and I will definitely be back!
43,44,-0.8997751567512751,0.7523519154638052,1.3,0.9086129,0.08254937,0.00883775,1,Finished a shift from work and was gonna check out what the homies next door on my right have but we have some grown dude verbally yelling at one of their staff while the other one was sitting there. Girlie if you see this you deserve better than some old loser yelling in your face like that. I can get you a better job. Just go next door and ask for my name and leave ur info
44,45,0.9086256312439218,0.7355956298997626,4.7,0.0016197873,0.08813479,0.9102454,4,"Food came out quickly, portions were large and tasty. The menu is online via a qr code and inside dining was reservation only. The outside dining was clean, warm and divided each table with plexiglass."
45,46,0.9890960110351443,0.9745584754273295,5.0,0.0012117373,0.008480505,0.99030775,5,"A Korean friend brought me and my partner here for drinks and food. Everything was great, and service was phenomenal. We were there early on a Wednesday (6:15) got a table to problem (they sat us before our whole party was there, as they had just opened). Kimchi pancake was great. Portions are HUGE! definitely meant for sharing!"
46,47,-0.9427190306596458,0.8561585512943566,1.1,0.94738597,0.047947176,0.004666936,2,"Service was a bit disappointing. My friends and I are not Koreans and we didn’t feel very welcome. I also got yelled at when making the line at the bathroom. I originally thought it was just a random event and didn’t want to post my review, but checking the other reviews it seems people have complained about the same issues."
47,48,0.9608731870539486,0.9069390217773616,4.9,0.0040532346,0.031020317,0.9649264,4,Different than other Korean restaurants which i have been. But is good. It a bar and restaurant in the basement. And the location is hard to find. But the food and service is good.
48,49,0.9885092764161527,0.9733599913306534,5.0,0.0013053627,0.008880005,0.98981464,4,"Food and drinks here were great, the service is friendly and items came out fast. It helps coming with someone who speaks Korean!"
49,50,0.9856631773291156,0.9649988115997985,5.0,0.0013349039,0.011667087,0.9869981,5,We ordered octopus and pork stir fry and army stew. The food was amazing and maaaaaasive. Easily feed 3 of us. Definitely we come back to try others!
50,51,0.9869358070427552,0.9685572426533327,5.0,0.00129162,0.010480902,0.9882274,5,One of the waiters recommended a really tasty dish and the drinks were also delicious.
51,52,0.9916582191362977,0.9839649675413966,5.0,0.0014983928,0.0053450186,0.9931566,4,"Good food, service, and got a shot for my bday so that made me very happy :)"
52,53,0.9906793686095625,0.9782533969264477,5.0,0.0010358838,0.0072488696,0.99171525,5,We randomly walked into this place for some small bites and drinks and it was the best hidden gem we’ve been to. The food was exceptional and the entire vibe of the place was great. We will definitely be going back again.
53,54,0.9393131206743419,0.8548901905305684,4.9,0.006158464,0.04836993,0.9454716,3,"Solid Korean spot on 32nd and 5th, good food, pretty restaurant, nice atmosphere and environment, reasonably priced. The noodles were really tasty 😋 Need some work on the chicken though, quite overcooked/overfried …"
54,55,-0.8134123850613832,0.526308311149478,1.5,0.8277576,0.15789725,0.014345212,1,"One star for take out Teokbokki. I ordered the pork and kimchi teokbokki and it came with no sauce, just a puddle of oil from the grilled pork. I had to pour the oil out because there was so much pooling at the bottom of my dish. If you are in the area and want a teokbokki dish, I would not recommend the pork and kimchi one here."
55,56,-0.8786654463037848,0.7049246290698647,1.3,0.89015347,0.09835843,0.011488021,1,"Food is good, but all the servers have serious attitude problem...we got yelled at when we were simply waiting in line for bathroom"
56,57,-0.9378553186543286,0.8495050962083042,1.2,0.94384515,0.050164945,0.005989834,2,"Overly crowded and loud. Mediocre food, blandly flavored. No staple Korean side dishes."
57,58,0.9851761540630832,0.9625778881600127,5.0,0.0011749187,0.012474052,0.9863511,5,My favorite authentic K-town late night bar. The egg thing w the pepperoni and the grilled mackerel are so dope. Buddae jiggae Is a must ! Staff is authentic efficient and kind. We pretty much always get the same thing. Cool vibes too.
58,59,-0.6255103126168251,0.10268577188253403,1.9,0.66320276,0.29910472,0.03769245,4,The place is kinda dark. It’s located on basement. The service is slow. The portions are big.
59,60,0.9861230709357187,0.9651048920350149,5.0,0.001122608,0.011631697,0.9872457,4,Very much like late night eateries in Seoul. Great low key no fuss vibes with solid options where you can keep the night going or end it with authentic Korean drinks and food. Loved it. On my list as one of my spots now.
60,61,0.19720134139060974,0.14084932208061218,3.9,0.25820753,0.28638354,0.45540887,4,Pretty cool spot with interesting ornaments (see: big giraffe) and the ambiance was bar-like but with more seating. Music selection was great. Signature Drinks were supposed to be 9.99 but we got charged 15 for the Bangia Bingsul. Guess it wasn't part of the signature drinks deal? One warning about the food is the corn cheese pancake. It was mediocre (think microwave pizza) and definitely not worth $35.49.
61,62,0.9861307619139552,0.9658062411472201,5.0,0.001235676,0.011397936,0.98736644,5,"The ddeokbokki is to die for, GREAT selection of sojus, and awesome staff. We came for dinner, and ended up coming back about an hour later (after running errands) to sit at the bar and try out more of the sojus. This place is a staple for me when I'm in the city!"
62,63,-0.1316101849079132,-0.08385345339775085,2.3,0.38516286,0.3612845,0.25355268,1,Noisy. Bad food. Meh service. Expensive. Perfect New York City combo
63,64,0.9908999128965661,0.9803701314376667,5.0,0.001278408,0.0065432987,0.9921783,5,The setting is cute and dark. The staff is very helpful when it comes to understanding somethings on the menu. The food is delicious! They were very nice in bringing out a cake my friends brought from outside for my birthday!
64,65,0.9885285829659551,0.9772501804400235,5.0,0.0019440914,0.0075832927,0.9904727,5,This place was awesome yummy food good vibe nice service absolutely we will back.
65,66,0.9673210877226666,0.9111256924225017,4.9,0.0015270811,0.029624779,0.96884817,4,Good anju (drinking food) and fun atmosphere to go with friends. Prices are reasonable for ktown and portions are made for sharing. Fun interior and attentive servers.
66,67,0.9777599039953202,0.9398576815146953,4.9,0.001096302,0.020047413,0.9788562,5,"This is such a cozy bar! The food is a mighty portion for one person, but still tasty. Make sure to grab a bottle of soju if you stop by."
67,68,-0.39232781529426575,-0.3623681962490082,2.4,0.46910253,0.45412272,0.07677472,1,"Entered the restaurant with my fiancé. I’m Korean and my fiancé is Latino. Host asks how many, in English, and I tell him 2. He tells me there’s a 30 minute wait, which we agree to and accept. Literally 5 seconds later a group of 4 walk in. He asks them, in English, how many people then notice the whole party is Korean so starts speaking Korean. They tell him 4, in Korean, and he tells them he has two small tables that he can combine for them. I hear this, because I am standing right there. And I am fluent in Korean, so I look at the host, and we walk out. And that, my friends, is how u get a 1 star. By discriminating. I didn’t even want to tell him I understood Korean because that definitely pissed me off."
68,69,0.989653805969283,0.9824009689036757,5.0,0.0022399027,0.0058663213,0.9918937,5,"The food was delicious, came quickly, and the employees were kind. The environment is super cute, they try harder to create a cool experience than 90% of NYC bars. Can’t wait to go back. Really fun spot."
69,70,0.9913411798188463,0.9836014456814155,5.0,0.0015963254,0.0054661925,0.9929375,5,This place was great! My friend and I had an awesome meal and the staff was very friendly. I wish we were able to drink that day because it would have only added to the experience. Will definitely go again!
70,71,-0.9665005097631365,0.918079819297418,1.1,0.96959686,0.027306698,0.003096353,1,"This place is horrifying. The food was in very poor condition and the overall quality of sanitation was terrible. The kimchi was fermenting in a big trashcan and was placed in the hallway where people dine. The strawberries in the cocktail had mold on them and the place was reeking with a disturbing odor. The working environment for the waitor seemed very concerning as well. The person who I assume to be the manager was shouting and throwing cups at a coworker. This happened in front of all the customers, which was very disturbing. I’m writing this review for the sake of all potential customers so that they won’t have to go through this traumatizing experience."
71,72,0.9898944784654304,0.9782884634332731,5.0,0.0014341782,0.0072371857,0.99132866,5,"most delicious tteokbokki i've ever had, tasty cocktails, awesome ambiance. will definitely come back here next time i visit NYC."
72,73,0.6015859693288803,0.14744450151920319,4.1,0.057114437,0.28418517,0.6587004,4,"Not a bad place for drinks and food. I prefer the truffle noodles and beef stew, army stew, spicy stew and wings. I like the texture and ingredients for the seafood pancake but the taste is a little bit different. Maybe cause the sauce is more bland."
73,74,-0.9659972731024027,0.9220495577901602,1.1,0.9700069,0.025983468,0.00400961,1,"The place is overrated. Used to be good but now the food quality has gone down and filled with rude staff. Each dish is around $27 and it’s super small sized. The staff all have huge egos. Ordering you around. Also had an extremely unpleasant experience as we were leaving. A guy came up to our party and said “We have a long wait, please help yourself out” within 5 min of us getting the check. Avoid this place at all cost."
74,75,0.9896367038600147,0.9783695354126394,5.0,0.0015765582,0.0072101424,0.99121326,5,My all time favorite bar. They always welcome ppl. Love love their vibes. They try their best to develop new drinks and food menu seasonally. You never get bored with them.
75,76,0.1687341034412384,-0.1453981101512909,3.6,0.22473326,0.38179937,0.39346737,3,"Decor - could do with an update everything seemed a little dilapidated and the bright lights strewn about restaurant refocused the attention away from these issues. Service - was mediocre at best a lack of attentive staff who just seemed to want to get you in and out and slap a plate of food in-front of you didn’t seem too welcoming and friendly. Food - here is where it gets better the beef bulgogi was great sweet, savory and rich pairs well with the rice. The stews we ordered were good in flavor. But I have say keeping skin on the chicken was a no no as it was dimpled and severely chewy yuk! Price - reasonable considering Korean tends to run on the pricey side compared to most other cuisines. Won’t be running back to this place but it was ‘decent’ hence the 3 stars."
76,77,0.9909835021244362,0.9839727700455114,5.0,0.0018370588,0.005342425,0.99282056,5,"We read on the reviews that it had the best Tteokbokki ever, and it lived up to it, the food in general is delicious, the drinks are also amazing, I had a strawberry bingsul that was surprisingly DELICIOUS! Service is ALSO great, the staff was really nice and mindful! I'm so coming back more times!"
77,78,0.9801268107257783,0.9567740452475846,5.0,0.0027322643,0.014408647,0.9828591,5,Always a good experience here. The waiters are super friendly and the food is good. Everything is pretty large so share between friends and get containers if you can't finish.
78,79,0.8722553998231888,0.711459144949913,4.7,0.015782163,0.09618029,0.88803756,5,"Delicious korean food. Make sure to make a reservation if going around dinner time on weekends, otherwise I have experienced one hour + waits. Get the corn cheese pancake!!!"
79,80,-0.8867612322792411,0.7360887983813882,1.3,0.8993954,0.08797039,0.012634174,3,"Overpriced street food. I got their most popular dish: Army Soup, and I regretted it after. The warm cheesy hot dog juice with tofu that cost $45 has gave me a stomach ache. If you do end up here, order family style."
80,81,0.968396948184818,0.9203440831042826,4.9,0.002525522,0.026551954,0.97092247,5,Good food & drinks! Great shooters & lychee bingsoo. Busy
81,82,0.9844369977945462,0.9639576267218217,5.0,0.0017744213,0.012014107,0.9862114,5,"Went there with our Finance Team to celebrate the end of a good year for the company. Loads of food, which was delicious. Took home the two pork dishes for leftovers. One was the fish cake soup and the other was the marinated beef rice platter. The servings were so plentiful and the seasoning was so delicious! We also had spicy squid, spicy french fries (don't eat more than one at a time unless you're game to take the heat). Also loved the Army Stew and the story behind it. Let's talk about the drinks. We had Lychee martinis that were fabulous. They might have been a little sweet at first, but the alcohol sneaks up on you. Wait staff was very attentive and pleasant. Atmosphere was fine because they had screens playing current music from BTS and other contemporary groups. Would love to go again."
82,83,0.9895042832940817,0.9759563226252794,5.0,0.0012406055,0.008014586,0.9907449,4,"Place is great, bar upfront, really cool atmosphere and great service and really good food, definitely planning on going again"
83,84,0.9485521792666987,0.8538610161049291,4.9,0.0013674021,0.048712984,0.9499196,5,Traditional korean food/big portion/good location/fun place to drink!
84,85,0.9620240826625377,0.892725596902892,4.9,0.0011088948,0.035758138,0.963133,5,"Fun vibe, tasty menu. The squid and pork belly, and the yuzu unfiltered soju, were standouts."
85,86,0.9822378563694656,0.9615105041302741,5.0,0.0024661613,0.012829837,0.984704,4,Foods are great - we loved the army stew! The servers are super friendly and patient. We reserved our place on a Saturday night and went early. The place didn't open until 5:30 pm. despite slots being shown as available before that in their online reservation system( I remembered). So just make sure to double-check.
86,87,-0.10921166092157364,-0.9642530158162117,3.0,0.22723033,0.654751,0.118018664,4,"Not typical Korean restaurant, meaning you can order food not that spicy. Remember bringing your ID if you want to drink alcohol."
